 time            v(conn_pin)     v(mcu_pin)      v_am_rs#branch 
 5.54951817e-05  3.31768618e+00  3.29896651e+00  1.87196763e-05 
 5.55001817e-05  3.33607762e+00  3.31755214e+00  1.85254854e-05 
 5.55051817e-05  3.35427730e+00  3.33594425e+00  1.83330470e-05 
 5.55101817e-05  3.37228694e+00  3.35414459e+00  1.81423538e-05 
 5.55151817e-05  3.39010831e+00  3.37215491e+00  1.79533977e-05 
 5.55201817e-05  3.40774310e+00  3.38997693e+00  1.77661707e-05 
 5.55251817e-05  3.42519306e+00  3.40761240e+00  1.75806645e-05 
 5.55301817e-05  3.44245988e+00  3.42506301e+00  1.73968705e-05 
 5.55351817e-05  3.45954528e+00  3.44233050e+00  1.72147799e-05 
 5.55401817e-05  3.47645093e+00  3.45941654e+00  1.70343836e-05 
 5.55451817e-05  3.49317852e+00  3.47632285e+00  1.68556724e-05 
 5.55501817e-05  3.50972973e+00  3.49305109e+00  1.66786369e-05 
 5.55551817e-05  3.52610621e+00  3.50960295e+00  1.65032676e-05 
 5.55601817e-05  3.54230963e+00  3.52598008e+00  1.63295546e-05 
 5.55651817e-05  3.55834163e+00  3.54218414e+00  1.61574880e-05 
 5.55701817e-05  3.57420383e+00  3.55821677e+00  1.59870578e-05 
 5.55751817e-05  3.58989786e+00  3.57407961e+00  1.58182538e-05 
 5.55801817e-05  3.60542534e+00  3.58977427e+00  1.56510657e-05 
 5.55851817e-05  3.62078786e+00  3.60530238e+00  1.54854831e-05 
 5.55901817e-05  3.63598702e+00  3.62066552e+00  1.53214954e-05 
 5.55951817e-05  3.65102439e+00  3.63586530e+00  1.51590920e-05 
 5.56001817e-05  3.66590156e+00  3.65090330e+00  1.49982621e-05 
 5.56051817e-05  3.68062007e+00  3.66578108e+00  1.48389950e-05 
 5.56101817e-05  3.69518148e+00  3.68050020e+00  1.46812797e-05 
 5.56151817e-05  3.70958732e+00  3.69506221e+00  1.45251054e-05 
 5.56201817e-05  3.72383912e+00  3.70946866e+00  1.43704610e-05 
 5.56251817e-05  3.73793839e+00  3.72372105e+00  1.42173354e-05 
 5.56301817e-05  3.75188664e+00  3.73782092e+00  1.40657175e-05 
 5.56351817e-05  3.76568536e+00  3.75176976e+00  1.39155962e-05 
 5.56401817e-05  3.77933603e+00  3.76556907e+00  1.37669603e-05 
 5.56451817e-05  3.79284012e+00  3.77922032e+00  1.36197984e-05 
 5.56501817e-05  3.80619909e+00  3.79272499e+00  1.34740995e-05 
 5.56551817e-05  3.81941439e+00  3.80608454e+00  1.33298521e-05 
 5.56601817e-05  3.83248745e+00  3.81930041e+00  1.31870450e-05 
 5.56651817e-05  3.84541971e+00  3.83237404e+00  1.30456668e-05 
 5.56701817e-05  3.85821256e+00  3.84530685e+00  1.29057063e-05 
 5.56751817e-05  3.87086742e+00  3.85810027e+00  1.27671522e-05 
 5.56801817e-05  3.88338568e+00  3.87075568e+00  1.26299930e-05 
 5.56851817e-05  3.89576871e+00  3.88327449e+00  1.24942175e-05 
 5.56901817e-05  3.90801788e+00  3.89565807e+00  1.23598143e-05 
 5.56951817e-05  3.92013455e+00  3.90790778e+00  1.22267723e-05 
 5.57001817e-05  3.93212007e+00  3.92002499e+00  1.20950799e-05 
 5.57051817e-05  3.94397577e+00  3.93201105e+00  1.19647261e-05 
 5.57101817e-05  3.95570297e+00  3.94386727e+00  1.18356995e-05 
 5.57151817e-05  3.96730299e+00  3.95559500e+00  1.17079889e-05 
 5.57201817e-05  3.97877712e+00  3.96719554e+00  1.15815831e-05 
 5.57251817e-05  3.99012666e+00  3.97867019e+00  1.14564709e-05 
 5.57301817e-05  4.00135288e+00  3.99002024e+00  1.13326411e-05 
 5.57351817e-05  4.01245705e+00  4.00124697e+00  1.12100828e-05 
 5.57401817e-05  4.02344043e+00  4.01235165e+00  1.10887847e-05 
 5.57451817e-05  4.03430426e+00  4.02333552e+00  1.09687358e-05 
 5.57501817e-05  4.04504978e+00  4.03419985e+00  1.08499252e-05 
 5.57551817e-05  4.05567820e+00  4.04494586e+00  1.07323418e-05 
 5.57601817e-05  4.06619074e+00  4.05557477e+00  1.06159748e-05 
 5.57651817e-05  4.07658861e+00  4.06608780e+00  1.05008133e-05 
 5.57701817e-05  4.08687299e+00  4.07648614e+00  1.03868465e-05 
 5.57751817e-05  4.09704506e+00  4.08677100e+00  1.02740635e-05 
 5.57801817e-05  4.10710599e+00  4.09694354e+00  1.01624537e-05 
 5.57851817e-05  4.11705695e+00  4.10700494e+00  1.00520064e-05 
 5.57901817e-05  4.12689907e+00  4.11695636e+00  9.94271098e-06 
 5.57951817e-05  4.13663349e+00  4.12679894e+00  9.83455683e-06 
 5.58001817e-05  4.14626135e+00  4.13653382e+00  9.72753347e-06 
 5.58051817e-05  4.15578376e+00  4.14616213e+00  9.62163044e-06 
 5.58101817e-05  4.16520182e+00  4.15568498e+00  9.51683735e-06 
 5.58151817e-05  4.17451663e+00  4.16510348e+00  9.41314384e-06 
 5.58201817e-05  4.18372927e+00  4.17441873e+00  9.31053966e-06 
 5.58251817e-05  4.19284083e+00  4.18363181e+00  9.20901456e-06 
 5.58301817e-05  4.20185235e+00  4.19274380e+00  9.10855840e-06 
 5.58351817e-05  4.21076491e+00  4.20175575e+00  9.00916109e-06 
 5.58401817e-05  4.21957955e+00  4.21066873e+00  8.91081258e-06 
 5.58451817e-05  4.22829729e+00  4.21948379e+00  8.81350290e-06 
 5.58501817e-05  4.23691917e+00  4.22820195e+00  8.71722216e-06 
 5.58551817e-05  4.24544620e+00  4.23682424e+00  8.62196051e-06 
 5.58601817e-05  4.25387938e+00  4.24535167e+00  8.52770817e-06 
 5.58651817e-05  4.26221972e+00  4.25378526e+00  8.43445544e-06 
 5.58701817e-05  4.27046819e+00  4.26212600e+00  8.34219267e-06 
 5.58751817e-05  4.27862578e+00  4.27037487e+00  8.25091028e-06 
 5.58801817e-05  4.28669344e+00  4.27853284e+00  8.16059877e-06 
 5.58851817e-05  4.29467215e+00  4.28660090e+00  8.07124868e-06 
 5.58901817e-05  4.30256285e+00  4.29457999e+00  7.98285065e-06 
 5.58951817e-05  4.31036647e+00  4.30247107e+00  7.89539537e-06 
 5.59001817e-05  4.31808394e+00  4.31027507e+00  7.80887360e-06 
 5.59051817e-05  4.32571620e+00  4.31799292e+00  7.72327616e-06 
 5.59101817e-05  4.33326414e+00  4.32562555e+00  7.63859396e-06 
 5.59151817e-05  4.34072868e+00  4.33317386e+00  7.55481796e-06 
 5.59201817e-05  4.34811070e+00  4.34063876e+00  7.47193920e-06 
 5.59251817e-05  4.35541108e+00  4.34802114e+00  7.38994878e-06 
 5.59301817e-05  4.36263072e+00  4.35532188e+00  7.30883787e-06 
 5.59351817e-05  4.36977047e+00  4.36254187e+00  7.22859772e-06 
 5.59401817e-05  4.37683119e+00  4.36968197e+00  7.14921964e-06 
 5.59451817e-05  4.38381373e+00  4.37674304e+00  7.07069500e-06 
 5.59501817e-05  4.39071894e+00  4.38372592e+00  6.99301527e-06 
 5.59551817e-05  4.39754764e+00  4.39063147e+00  6.91617194e-06 
 5.59601817e-05  4.40430066e+00  4.39746050e+00  6.84015663e-06 
 5.59651817e-05  4.41097882e+00  4.40421386e+00  6.76496097e-06 
 5.59701817e-05  4.41758293e+00  4.41089235e+00  6.69057669e-06 
 5.59751817e-05  4.42411378e+00  4.41749678e+00  6.61699560e-06 
 5.59801817e-05  4.43057217e+00  4.42402796e+00  6.54420954e-06 
 5.59851817e-05  4.43695887e+00  4.43048666e+00  6.47221046e-06 
 5.59901817e-05  4.44327468e+00  4.43687369e+00  6.40099034e-06 
 5.59951817e-05  4.44952035e+00  4.44318981e+00  6.33054127e-06 
 5.60001817e-05  4.45569665e+00  4.44943579e+00  6.26085536e-06 
 5.60051817e-05  4.46180432e+00  4.45561239e+00  6.19192483e-06 
 5.60101817e-05  4.46784411e+00  4.46172037e+00  6.12374194e-06 
 5.60151817e-05  4.47381676e+00  4.46776046e+00  6.05629904e-06 
 5.60201817e-05  4.47972300e+00  4.47373341e+00  5.98958851e-06 
 5.60251817e-05  4.48556355e+00  4.47963995e+00  5.92360285e-06 
 5.60301817e-05  4.49133912e+00  4.48548079e+00  5.85833457e-06 
 5.60351817e-05  4.49705043e+00  4.49125665e+00  5.79377629e-06 
 5.60401817e-05  4.50269816e+00  4.49696824e+00  5.72992068e-06 
 5.60451817e-05  4.50828302e+00  4.50261626e+00  5.66676046e-06 
 5.60501817e-05  4.51380568e+00  4.50820140e+00  5.60428845e-06 
 5.60551817e-05  4.51926684e+00  4.51372434e+00  5.54249749e-06 
 5.60601817e-05  4.52466715e+00  4.51918577e+00  5.48138053e-06 
 5.60651817e-05  4.53000728e+00  4.52458635e+00  5.42093056e-06 
 5.60701817e-05  4.53528789e+00  4.52992675e+00  5.36114064e-06 
 5.60751817e-05  4.54050963e+00  4.53520763e+00  5.30200388e-06 
 5.60801817e-05  4.54567315e+00  4.54042964e+00  5.24351347e-06 
 5.60851817e-05  4.55077907e+00  4.54559341e+00  5.18566266e-06 
 5.60901817e-05  4.55582804e+00  4.55069959e+00  5.12844476e-06 
 5.60951817e-05  4.56082067e+00  4.55574882e+00  5.07185314e-06 
 5.61001817e-05  4.56575758e+00  4.56074170e+00  5.01588124e-06 
 5.61051817e-05  4.57063938e+00  4.56567886e+00  4.96052256e-06 
 5.61101817e-05  4.57546668e+00  4.57056091e+00  4.90577064e-06 
 5.61151817e-05  4.58024007e+00  4.57538845e+00  4.85161911e-06 
 5.61201817e-05  4.58496015e+00  4.58016209e+00  4.79806164e-06 
 5.61251817e-05  4.58962750e+00  4.58488240e+00  4.74509198e-06 
 5.61301817e-05  4.59424269e+00  4.58954999e+00  4.69270393e-06 
 5.61351817e-05  4.59880631e+00  4.59416542e+00  4.64089133e-06 
 5.61401817e-05  4.60331892e+00  4.59872927e+00  4.58964810e-06 
 5.61451817e-05  4.60778108e+00  4.60324211e+00  4.53896822e-06 
 5.61501817e-05  4.61219334e+00  4.60770450e+00  4.48884573e-06 
 5.61551817e-05  4.61655626e+00  4.61211699e+00  4.43927470e-06 
 5.61601817e-05  4.62087038e+00  4.61648013e+00  4.39024929e-06 
 5.61651817e-05  4.62513623e+00  4.62079447e+00  4.34176371e-06 
 5.61701817e-05  4.62935435e+00  4.62506054e+00  4.29381220e-06 
 5.61751817e-05  4.63352526e+00  4.62927887e+00  4.24638909e-06 
 5.61801817e-05  4.63764949e+00  4.63345000e+00  4.19948875e-06 
 5.61851817e-05  4.64172754e+00  4.63757443e+00  4.15310561e-06 
 5.61901817e-05  4.64575993e+00  4.64165270e+00  4.10723414e-06 
 5.61951817e-05  4.64974716e+00  4.64568530e+00  4.06186888e-06 
 5.62001817e-05  4.65368974e+00  4.64967273e+00  4.01700443e-06 
 5.62051817e-05  4.65758815e+00  4.65361551e+00  3.97263542e-06 
 5.62101817e-05  4.66144288e+00  4.65751412e+00  3.92875655e-06 
 5.62151817e-05  4.66525441e+00  4.66136905e+00  3.88536257e-06 
 5.62201817e-05  4.66902322e+00  4.66518078e+00  3.84244828e-06 
 5.62251817e-05  4.67274980e+00  4.66894979e+00  3.80000854e-06 
 5.62301817e-05  4.67643459e+00  4.67267655e+00  3.75803824e-06 
 5.62351817e-05  4.68007806e+00  4.67636153e+00  3.71653235e-06 
 5.62401817e-05  4.68368068e+00  4.68000520e+00  3.67548587e-06 
 5.62451817e-05  4.68724289e+00  4.68360800e+00  3.63489385e-06 
 5.62501817e-05  4.69076515e+00  4.68717040e+00  3.59475140e-06 
 5.62551817e-05  4.69424789e+00  4.69069283e+00  3.55505368e-06 
 5.62601817e-05  4.69769155e+00  4.69417575e+00  3.51579589e-06 
 5.62651817e-05  4.70109656e+00  4.69761959e+00  3.47697328e-06 
 5.62701817e-05  4.70446337e+00  4.70102478e+00  3.43858116e-06 
 5.62751817e-05  4.70779237e+00  4.70439176e+00  3.40061487e-06 
 5.62801817e-05  4.71108401e+00  4.70772094e+00  3.36306980e-06 
 5.62851817e-05  4.71433869e+00  4.71101275e+00  3.32594140e-06 
 5.62901817e-05  4.71755682e+00  4.71426760e+00  3.28922517e-06 
 5.62951817e-05  4.72073881e+00  4.71748590e+00  3.25291662e-06 
 5.63001817e-05  4.72388506e+00  4.72066805e+00  3.21701136e-06 
 5.63051817e-05  4.72699597e+00  4.72381446e+00  3.18150499e-06 
 5.63101817e-05  4.73007193e+00  4.72692553e+00  3.14639320e-06 
 5.63151817e-05  4.73311332e+00  4.73000165e+00  3.11167169e-06 
 5.63201817e-05  4.73612054e+00  4.73304321e+00  3.07733623e-06 
 5.63251817e-05  4.73909396e+00  4.73605058e+00  3.04338262e-06 
 5.63301817e-05  4.74203397e+00  4.73902416e+00  3.00980670e-06 
 5.63351817e-05  4.74494092e+00  4.74196431e+00  2.97660438e-06 
 5.63401817e-05  4.74781519e+00  4.74487142e+00  2.94377157e-06 
 5.63451817e-05  4.75065714e+00  4.74774584e+00  2.91130426e-06 
 5.63501817e-05  4.75346714e+00  4.75058794e+00  2.87919845e-06 
 5.63551817e-05  4.75624553e+00  4.75339808e+00  2.84745021e-06 
 5.63601817e-05  4.75899268e+00  4.75617662e+00  2.81605564e-06 
 5.63651817e-05  4.76170892e+00  4.75892391e+00  2.78501086e-06 
 5.63701817e-05  4.76439461e+00  4.76164029e+00  2.75431208e-06 
 5.63751817e-05  4.76705008e+00  4.76432612e+00  2.72395549e-06 
 5.63801817e-05  4.76967567e+00  4.76698173e+00  2.69393737e-06 
 5.63851817e-05  4.77227171e+00  4.76960746e+00  2.66425400e-06 
 5.63901817e-05  4.77483854e+00  4.77220364e+00  2.63490173e-06 
 5.63951817e-05  4.77737648e+00  4.77477060e+00  2.60587693e-06 
 5.64001817e-05  4.77988585e+00  4.77730867e+00  2.57717601e-06 
 5.64051817e-05  4.78236697e+00  4.77981818e+00  2.54879543e-06 
 5.64101817e-05  4.78482016e+00  4.78229943e+00  2.52073167e-06 
 5.64151817e-05  4.78724573e+00  4.78475274e+00  2.49298126e-06 
 5.64201817e-05  4.78964398e+00  4.78717844e+00  2.46554076e-06 
 5.64251817e-05  4.79201522e+00  4.78957682e+00  2.43840676e-06 
 5.64301817e-05  4.79435976e+00  4.79194819e+00  2.41157591e-06 
 5.64351817e-05  4.79667789e+00  4.79429285e+00  2.38504487e-06 
 5.64401817e-05  4.79896991e+00  4.79661110e+00  2.35881034e-06 
 5.64451817e-05  4.80123611e+00  4.79890324e+00  2.33286907e-06 
 5.64501817e-05  4.80347677e+00  4.80116955e+00  2.30721783e-06 
 5.64551817e-05  4.80569219e+00  4.80341034e+00  2.28185343e-06 
 5.64601817e-05  4.80788264e+00  4.80562587e+00  2.25677271e-06 
 5.64651817e-05  4.81004841e+00  4.80781644e+00  2.23197255e-06 
 5.64701817e-05  4.81218977e+00  4.80998232e+00  2.20744986e-06 
 5.64751817e-05  4.81430700e+00  4.81212380e+00  2.18320157e-06 
 5.64801817e-05  4.81640036e+00  4.81424113e+00  2.15922467e-06 
 5.64851817e-05  4.81847012e+00  4.81633460e+00  2.13551615e-06 
 5.64901817e-05  4.82051655e+00  4.81840447e+00  2.11207307e-06 
 5.64951817e-05  4.82253990e+00  4.82045101e+00  2.08889249e-06 
 5.65001817e-05  4.82454044e+00  4.82247447e+00  2.06597151e-06 
 5.65051817e-05  4.82651842e+00  4.82447512e+00  2.04330726e-06 
 5.65101817e-05  4.82847410e+00  4.82645320e+00  2.02089691e-06 
 5.65151817e-05  4.83040772e+00  4.82840898e+00  1.99873766e-06 
 5.65201817e-05  4.83231953e+00  4.83034270e+00  1.97682673e-06 
 5.65251817e-05  4.83420977e+00  4.83225461e+00  1.95516136e-06 
 5.65301817e-05  4.83607870e+00  4.83414496e+00  1.93373885e-06 
 5.65351817e-05  4.83792654e+00  4.83601398e+00  1.91255651e-06 
 5.65401817e-05  4.83975353e+00  4.83786192e+00  1.89161168e-06 
 5.65451817e-05  4.84155991e+00  4.83968901e+00  1.87090173e-06 
 5.65501817e-05  4.84334591e+00  4.84149548e+00  1.85042406e-06 
 5.65551817e-05  4.84511175e+00  4.84328158e+00  1.83017609e-06 
 5.65601817e-05  4.84685767e+00  4.84504751e+00  1.81015528e-06 
 5.65651817e-05  4.84858388e+00  4.84679352e+00  1.79035911e-06 
 5.65701817e-05  4.85029061e+00  4.84851982e+00  1.77078509e-06 
 5.65751817e-05  4.85197808e+00  4.85022664e+00  1.75143076e-06 
 5.65801817e-05  4.85364649e+00  4.85191420e+00  1.73229368e-06 
 5.65851817e-05  4.85529608e+00  4.85358271e+00  1.71337144e-06 
 5.65901817e-05  4.85692704e+00  4.85523238e+00  1.69466165e-06 
 5.65951817e-05  4.85853959e+00  4.85686343e+00  1.67616196e-06 
 5.66001817e-05  4.86013393e+00  4.85847606e+00  1.65787002e-06 
 5.66051817e-05  4.86171027e+00  4.86007049e+00  1.63978354e-06 
 5.66101817e-05  4.86326881e+00  4.86164691e+00  1.62190023e-06 
 5.66151817e-05  4.86480975e+00  4.86320553e+00  1.60421783e-06 
 5.66201817e-05  4.86633329e+00  4.86474655e+00  1.58673411e-06 
 5.66251817e-05  4.86783962e+00  4.86627017e+00  1.56944685e-06 
 5.66301817e-05  4.86932894e+00  4.86777659e+00  1.55235388e-06 
 5.66351817e-05  4.87080144e+00  4.86926598e+00  1.53545303e-06 
 5.66401817e-05  4.87225730e+00  4.87073856e+00  1.51874217e-06 
 5.66451817e-05  4.87369672e+00  4.87219450e+00  1.50221917e-06 
 5.66501817e-05  4.87511988e+00  4.87363400e+00  1.48588195e-06 
 5.66551817e-05  4.87652696e+00  4.87505723e+00  1.46972844e-06 
 5.66601817e-05  4.87791814e+00  4.87646439e+00  1.45375659e-06 
 5.66651817e-05  4.87929361e+00  4.87785564e+00  1.43796438e-06 
 5.66701817e-05  4.88065353e+00  4.87923118e+00  1.42234980e-06 
 5.66751817e-05  4.88199809e+00  4.88059118e+00  1.40691088e-06 
 5.66801817e-05  4.88332745e+00  4.88193580e+00  1.39164566e-06 
 5.66851817e-05  4.88464179e+00  4.88326524e+00  1.37655219e-06 
 5.66901817e-05  4.88594128e+00  4.88457965e+00  1.36162857e-06 
 5.66951817e-05  4.88722608e+00  4.88587920e+00  1.34687291e-06 
 5.67001817e-05  4.88849635e+00  4.88716407e+00  1.33228331e-06 
 5.67051817e-05  4.88975227e+00  4.88843442e+00  1.31785795e-06 
 5.67101817e-05  4.89099400e+00  4.88969040e+00  1.30359497e-06 
 5.67151817e-05  4.89222169e+00  4.89093220e+00  1.28949256e-06 
 5.67201817e-05  4.89343550e+00  4.89215995e+00  1.27554894e-06 
 5.67251817e-05  4.89463559e+00  4.89337382e+00  1.26176233e-06 
 5.67301817e-05  4.89582211e+00  4.89457398e+00  1.24813098e-06 
 5.67351817e-05  4.89699521e+00  4.89576056e+00  1.23465315e-06 
 5.67401817e-05  4.89815506e+00  4.89693373e+00  1.22132712e-06 
 5.67451817e-05  4.89930178e+00  4.89809363e+00  1.20815120e-06 
 5.67501817e-05  4.90043555e+00  4.89924042e+00  1.19512371e-06 
 5.67551817e-05  4.90155649e+00  4.90037424e+00  1.18224299e-06 
 5.67601817e-05  4.90266475e+00  4.90149525e+00  1.16950741e-06 
 5.67651817e-05  4.90376049e+00  4.90260357e+00  1.15691532e-06 
 5.67701817e-05  4.90484383e+00  4.90369936e+00  1.14446514e-06 
 5.67751817e-05  4.90591492e+00  4.90478276e+00  1.13215528e-06 
 5.67801817e-05  4.90697389e+00  4.90585391e+00  1.11998415e-06 
 5.67851817e-05  4.90802089e+00  4.90691294e+00  1.10795022e-06 
 5.67901817e-05  4.90905604e+00  4.90795999e+00  1.09605194e-06 
 5.67951817e-05  4.91007949e+00  4.90899520e+00  1.08428779e-06 
 5.68001817e-05  4.91109136e+00  4.91001870e+00  1.07265628e-06 
 5.68051817e-05  4.91209178e+00  4.91103063e+00  1.06115592e-06 
 5.68101817e-05  4.91308089e+00  4.91203110e+00  1.04978523e-06 
 5.68151817e-05  4.91405880e+00  4.91302026e+00  1.03854277e-06 
 5.68201817e-05  4.91502566e+00  4.91399823e+00  1.02742710e-06 
 5.68251817e-05  4.91598157e+00  4.91496513e+00  1.01643680e-06 
 5.68301817e-05  4.91692667e+00  4.91592110e+00  1.00557046e-06 
 5.68351817e-05  4.91786107e+00  4.91686625e+00  9.94826691e-07 
 5.68401817e-05  4.91878491e+00  4.91780070e+00  9.84204124e-07 
 5.68451817e-05  4.91969829e+00  4.91872459e+00  9.73701398e-07 
 5.68501817e-05  4.92060133e+00  4.91963801e+00  9.63317167e-07 
 5.68551817e-05  4.92149416e+00  4.92054111e+00  9.53050103e-07 
 5.68601817e-05  4.92237688e+00  4.92143398e+00  9.42898892e-07 
 5.68651817e-05  4.92324961e+00  4.92231675e+00  9.32862233e-07 
 5.68701817e-05  4.92411246e+00  4.92318953e+00  9.22938842e-07 
 5.68751817e-05  4.92496555e+00  4.92405243e+00  9.13127447e-07 
 5.68801817e-05  4.92580899e+00  4.92490556e+00  9.03426792e-07 
 5.68851817e-05  4.92664288e+00  4.92574904e+00  8.93835632e-07 
 5.68901817e-05  4.92746733e+00  4.92658298e+00  8.84352740e-07 
 5.68951817e-05  4.92828245e+00  4.92740747e+00  8.74976899e-07 
 5.69001817e-05  4.92908834e+00  4.92822263e+00  8.65706907e-07 
 5.69051817e-05  4.92988511e+00  4.92902857e+00  8.56541575e-07 
 5.69101817e-05  4.93067286e+00  4.92982538e+00  8.47479728e-07 
 5.69151817e-05  4.93145170e+00  4.93061318e+00  8.38520203e-07 
 5.69201817e-05  4.93222171e+00  4.93139205e+00  8.29661851e-07 
 5.69251817e-05  4.93298301e+00  4.93216211e+00  8.20903534e-07 
 5.69301817e-05  4.93373569e+00  4.93292345e+00  8.12244130e-07 
 5.69351817e-05  4.93447985e+00  4.93367617e+00  8.03682525e-07 
 5.69401817e-05  4.93521559e+00  4.93442037e+00  7.95217621e-07 
 5.69451817e-05  4.93594299e+00  4.93515615e+00  7.86848331e-07 
 5.69501817e-05  4.93666216e+00  4.93588359e+00  7.78573579e-07 
 5.69551817e-05  4.93737319e+00  4.93660280e+00  7.70392303e-07 
 5.69601817e-05  4.93807617e+00  4.93731386e+00  7.62303452e-07 
 5.69651817e-05  4.93877118e+00  4.93801688e+00  7.54305986e-07 
 5.69701817e-05  4.93945833e+00  4.93871193e+00  7.46398877e-07 
 5.69751817e-05  4.94013769e+00  4.93939911e+00  7.38581109e-07 
 5.69801817e-05  4.94080937e+00  4.94007851e+00  7.30851677e-07 
 5.69851817e-05  4.94147343e+00  4.94075022e+00  7.23209587e-07 
 5.69901817e-05  4.94212998e+00  4.94141432e+00  7.15653857e-07 
 5.69951817e-05  4.94277909e+00  4.94207090e+00  7.08183513e-07 
 5.70001817e-05  4.94342085e+00  4.94272005e+00  7.00797597e-07 
 5.70051817e-05  4.94405534e+00  4.94336184e+00  6.93495156e-07 
 5.70101817e-05  4.94468264e+00  4.94399637e+00  6.86275252e-07 
 5.70151817e-05  4.94530285e+00  4.94462371e+00  6.79136955e-07 
 5.70201817e-05  4.94591602e+00  4.94524394e+00  6.72079347e-07 
 5.70251817e-05  4.94652225e+00  4.94585715e+00  6.65101520e-07 
 5.70301817e-05  4.94712162e+00  4.94646342e+00  6.58202574e-07 
 5.70351817e-05  4.94771420e+00  4.94706281e+00  6.51381621e-07 
 5.70401817e-05  4.94830006e+00  4.94765542e+00  6.44637784e-07 
 5.70451817e-05  4.94887929e+00  4.94824132e+00  6.37970193e-07 
 5.70501817e-05  4.94945195e+00  4.94882058e+00  6.31377989e-07 
 5.70551817e-05  4.95001813e+00  4.94939327e+00  6.24860324e-07 
 5.70601817e-05  4.95057790e+00  4.94995948e+00  6.18416357e-07 
 5.70651817e-05  4.95113133e+00  4.95051928e+00  6.12045259e-07 
 5.70701817e-05  4.95167848e+00  4.95107274e+00  6.05746207e-07 
 5.70751817e-05  4.95221944e+00  4.95161992e+00  5.99518391e-07 
 5.70801817e-05  4.95275427e+00  4.95216091e+00  5.93361007e-07 
 5.70851817e-05  4.95328304e+00  4.95269577e+00  5.87273261e-07 
 5.70901817e-05  4.95380582e+00  4.95322457e+00  5.81254369e-07 
 5.70951817e-05  4.95432268e+00  4.95374737e+00  5.75303555e-07 
 5.71001817e-05  4.95483368e+00  4.95426426e+00  5.69420050e-07 
 5.71051817e-05  4.95533889e+00  4.95477529e+00  5.63603096e-07 
 5.71101817e-05  4.95583838e+00  4.95528053e+00  5.57851943e-07 
 5.71151817e-05  4.95633221e+00  4.95578004e+00  5.52165848e-07 
 5.71201817e-05  4.95682044e+00  4.95627389e+00  5.46544078e-07 
