 time            v(conn_pin)     v(gate)         v(gate_drive)  
 3.64891393e-05  3.60298744e+00  6.80670911e-04  0.00000000e+00 
 3.64941393e-05  3.60975980e+00  6.77488547e-04  0.00000000e+00 
 3.64991393e-05  3.61650049e+00  6.74319699e-04  0.00000000e+00 
 3.65041393e-05  3.62320964e+00  6.71164328e-04  0.00000000e+00 
 3.65091393e-05  3.62988738e+00  6.68022395e-04  0.00000000e+00 
 3.65141393e-05  3.63653384e+00  6.64893857e-04  0.00000000e+00 
 3.65191393e-05  3.64314916e+00  6.61778676e-04  0.00000000e+00 
 3.65241393e-05  3.64973348e+00  6.58676811e-04  0.00000000e+00 
 3.65291393e-05  3.65628692e+00  6.55588220e-04  0.00000000e+00 
 3.65341393e-05  3.66280961e+00  6.52512864e-04  0.00000000e+00 
 3.65391393e-05  3.66930170e+00  6.49450700e-04  0.00000000e+00 
 3.65441393e-05  3.67576330e+00  6.46401689e-04  0.00000000e+00 
 3.65491393e-05  3.68219456e+00  6.43365789e-04  0.00000000e+00 
 3.65541393e-05  3.68859560e+00  6.40342958e-04  0.00000000e+00 
 3.65591393e-05  3.69496655e+00  6.37333157e-04  0.00000000e+00 
 3.65641393e-05  3.70130754e+00  6.34336342e-04  0.00000000e+00 
 3.65691393e-05  3.70761870e+00  6.31352473e-04  0.00000000e+00 
 3.65741393e-05  3.71390017e+00  6.28381508e-04  0.00000000e+00 
 3.65791393e-05  3.72015206e+00  6.25423406e-04  0.00000000e+00 
 3.65841393e-05  3.72637451e+00  6.22478124e-04  0.00000000e+00 
 3.65891393e-05  3.73256765e+00  6.19545621e-04  0.00000000e+00 
 3.65941393e-05  3.73873160e+00  6.16625855e-04  0.00000000e+00 
 3.65991393e-05  3.74486649e+00  6.13718784e-04  0.00000000e+00 
 3.66041393e-05  3.75097244e+00  6.10824367e-04  0.00000000e+00 
 3.66091393e-05  3.75704959e+00  6.07942561e-04  0.00000000e+00 
 3.66141393e-05  3.76309805e+00  6.05073324e-04  0.00000000e+00 
 3.66191393e-05  3.76911796e+00  6.02216614e-04  0.00000000e+00 
 3.66241393e-05  3.77510943e+00  5.99372390e-04  0.00000000e+00 
 3.66291393e-05  3.78107260e+00  5.96540608e-04  0.00000000e+00 
 3.66341393e-05  3.78700758e+00  5.93721226e-04  0.00000000e+00 
 3.66391393e-05  3.79291450e+00  5.90914203e-04  0.00000000e+00 
 3.66441393e-05  3.79879349e+00  5.88119496e-04  0.00000000e+00 
 3.66491393e-05  3.80464466e+00  5.85337063e-04  0.00000000e+00 
 3.66541393e-05  3.81046813e+00  5.82566860e-04  0.00000000e+00 
 3.66591393e-05  3.81626404e+00  5.79808848e-04  0.00000000e+00 
 3.66641393e-05  3.82203250e+00  5.77062982e-04  0.00000000e+00 
 3.66691393e-05  3.82777363e+00  5.74329221e-04  0.00000000e+00 
 3.66741393e-05  3.83348755e+00  5.71607521e-04  0.00000000e+00 
 3.66791393e-05  3.83917439e+00  5.68897842e-04  0.00000000e+00 
 3.66841393e-05  3.84483426e+00  5.66200139e-04  0.00000000e+00 
 3.66891393e-05  3.85046728e+00  5.63514372e-04  0.00000000e+00 
 3.66941393e-05  3.85607357e+00  5.60840497e-04  0.00000000e+00 
 3.66991393e-05  3.86165325e+00  5.58178472e-04  0.00000000e+00 
 3.67041393e-05  3.86720643e+00  5.55528256e-04  0.00000000e+00 
 3.67091393e-05  3.87273325e+00  5.52889805e-04  0.00000000e+00 
 3.67141393e-05  3.87823380e+00  5.50263077e-04  0.00000000e+00 
 3.67191393e-05  3.88370821e+00  5.47648030e-04  0.00000000e+00 
 3.67241393e-05  3.88915660e+00  5.45044622e-04  0.00000000e+00 
 3.67291393e-05  3.89457908e+00  5.42452810e-04  0.00000000e+00 
 3.67341393e-05  3.89997576e+00  5.39872552e-04  0.00000000e+00 
 3.67391393e-05  3.90534677e+00  5.37303806e-04  0.00000000e+00 
 3.67441393e-05  3.91069221e+00  5.34746530e-04  0.00000000e+00 
 3.67491393e-05  3.91601221e+00  5.32200681e-04  0.00000000e+00 
 3.67541393e-05  3.92130687e+00  5.29666218e-04  0.00000000e+00 
 3.67591393e-05  3.92657630e+00  5.27143098e-04  0.00000000e+00 
 3.67641393e-05  3.93182063e+00  5.24631279e-04  0.00000000e+00 
 3.67691393e-05  3.93703996e+00  5.22130720e-04  0.00000000e+00 
 3.67741393e-05  3.94223440e+00  5.19641378e-04  0.00000000e+00 
 3.67791393e-05  3.94740408e+00  5.17163211e-04  0.00000000e+00 
 3.67841393e-05  3.95254909e+00  5.14696178e-04  0.00000000e+00 
 3.67891393e-05  3.95766955e+00  5.12240236e-04  0.00000000e+00 
 3.67941393e-05  3.96276557e+00  5.09795344e-04  0.00000000e+00 
 3.67991393e-05  3.96783726e+00  5.07361460e-04  0.00000000e+00 
 3.68041393e-05  3.97288473e+00  5.04938542e-04  0.00000000e+00 
 3.68091393e-05  3.97790809e+00  5.02526549e-04  0.00000000e+00 
 3.68141393e-05  3.98290744e+00  5.00125439e-04  0.00000000e+00 
 3.68191393e-05  3.98788291e+00  4.97735170e-04  0.00000000e+00 
 3.68241393e-05  3.99283458e+00  4.95355702e-04  0.00000000e+00 
 3.68291393e-05  3.99776258e+00  4.92986992e-04  0.00000000e+00 
 3.68341393e-05  4.00266701e+00  4.90629000e-04  0.00000000e+00 
 3.68391393e-05  4.00754797e+00  4.88281683e-04  0.00000000e+00 
 3.68441393e-05  4.01240557e+00  4.85945002e-04  0.00000000e+00 
 3.68491393e-05  4.01723992e+00  4.83618914e-04  0.00000000e+00 
 3.68541393e-05  4.02205112e+00  4.81303378e-04  0.00000000e+00 
 3.68591393e-05  4.02683928e+00  4.78998355e-04  0.00000000e+00 
 3.68641393e-05  4.03160451e+00  4.76703801e-04  0.00000000e+00 
 3.68691393e-05  4.03634690e+00  4.74419678e-04  0.00000000e+00 
 3.68741393e-05  4.04106656e+00  4.72145943e-04  0.00000000e+00 
 3.68791393e-05  4.04576360e+00  4.69882556e-04  0.00000000e+00 
 3.68841393e-05  4.05043811e+00  4.67629477e-04  0.00000000e+00 
 3.68891393e-05  4.05509021e+00  4.65386664e-04  0.00000000e+00 
 3.68941393e-05  4.05971998e+00  4.63154078e-04  0.00000000e+00 
 3.68991393e-05  4.06432754e+00  4.60931678e-04  0.00000000e+00 
 3.69041393e-05  4.06891299e+00  4.58719424e-04  0.00000000e+00 
 3.69091393e-05  4.07347642e+00  4.56517275e-04  0.00000000e+00 
 3.69141393e-05  4.07801794e+00  4.54325191e-04  0.00000000e+00 
 3.69191393e-05  4.08253765e+00  4.52143132e-04  0.00000000e+00 
 3.69241393e-05  4.08703564e+00  4.49971058e-04  0.00000000e+00 
 3.69291393e-05  4.09151202e+00  4.47808929e-04  0.00000000e+00 
 3.69341393e-05  4.09596689e+00  4.45656705e-04  0.00000000e+00 
 3.69391393e-05  4.10040034e+00  4.43514347e-04  0.00000000e+00 
 3.69441393e-05  4.10481247e+00  4.41381814e-04  0.00000000e+00 
 3.69491393e-05  4.10920338e+00  4.39259068e-04  0.00000000e+00 
 3.69541393e-05  4.11357317e+00  4.37146068e-04  0.00000000e+00 
 3.69591393e-05  4.11792194e+00  4.35042776e-04  0.00000000e+00 
 3.69641393e-05  4.12224977e+00  4.32949151e-04  0.00000000e+00 
 3.69691393e-05  4.12655678e+00  4.30865156e-04  0.00000000e+00 
 3.69741393e-05  4.13084305e+00  4.28790750e-04  0.00000000e+00 
 3.69791393e-05  4.13510867e+00  4.26725894e-04  0.00000000e+00 
 3.69841393e-05  4.13935376e+00  4.24670550e-04  0.00000000e+00 
 3.69891393e-05  4.14357839e+00  4.22624679e-04  0.00000000e+00 
 3.69941393e-05  4.14778266e+00  4.20588242e-04  0.00000000e+00 
 3.69991393e-05  4.15196667e+00  4.18561201e-04  0.00000000e+00 
 3.70041393e-05  4.15613051e+00  4.16543516e-04  0.00000000e+00 
 3.70091393e-05  4.16027427e+00  4.14535150e-04  0.00000000e+00 
 3.70141393e-05  4.16439805e+00  4.12536064e-04  0.00000000e+00 
 3.70191393e-05  4.16850194e+00  4.10546219e-04  0.00000000e+00 
 3.70241393e-05  4.17258603e+00  4.08565578e-04  0.00000000e+00 
 3.70291393e-05  4.17665042e+00  4.06594103e-04  0.00000000e+00 
 3.70341393e-05  4.18069518e+00  4.04631755e-04  0.00000000e+00 
 3.70391393e-05  4.18472043e+00  4.02678497e-04  0.00000000e+00 
 3.70441393e-05  4.18872623e+00  4.00734291e-04  0.00000000e+00 
 3.70491393e-05  4.19271269e+00  3.98799099e-04  0.00000000e+00 
 3.70541393e-05  4.19667990e+00  3.96872884e-04  0.00000000e+00 
 3.70591393e-05  4.20062794e+00  3.94955608e-04  0.00000000e+00 
 3.70641393e-05  4.20455691e+00  3.93047235e-04  0.00000000e+00 
 3.70691393e-05  4.20846688e+00  3.91147726e-04  0.00000000e+00 
 3.70741393e-05  4.21235796e+00  3.89257045e-04  0.00000000e+00 
 3.70791393e-05  4.21623022e+00  3.87375154e-04  0.00000000e+00 
 3.70841393e-05  4.22008376e+00  3.85502017e-04  0.00000000e+00 
 3.70891393e-05  4.22391867e+00  3.83637597e-04  0.00000000e+00 
 3.70941393e-05  4.22773502e+00  3.81781857e-04  0.00000000e+00 
 3.70991393e-05  4.23153291e+00  3.79934761e-04  0.00000000e+00 
 3.71041393e-05  4.23531242e+00  3.78096272e-04  0.00000000e+00 
 3.71091393e-05  4.23907363e+00  3.76266353e-04  0.00000000e+00 
 3.71141393e-05  4.24281664e+00  3.74444969e-04  0.00000000e+00 
 3.71191393e-05  4.24654153e+00  3.72632083e-04  0.00000000e+00 
 3.71241393e-05  4.25024838e+00  3.70827660e-04  0.00000000e+00 
 3.71291393e-05  4.25393728e+00  3.69031662e-04  0.00000000e+00 
 3.71341393e-05  4.25760831e+00  3.67244055e-04  0.00000000e+00 
 3.71391393e-05  4.26126155e+00  3.65464803e-04  0.00000000e+00 
 3.71441393e-05  4.26489709e+00  3.63693870e-04  0.00000000e+00 
 3.71491393e-05  4.26851501e+00  3.61931220e-04  0.00000000e+00 
 3.71541393e-05  4.27211539e+00  3.60176819e-04  0.00000000e+00 
 3.71591393e-05  4.27569832e+00  3.58430630e-04  0.00000000e+00 
 3.71641393e-05  4.27926387e+00  3.56692619e-04  0.00000000e+00 
 3.71691393e-05  4.28281213e+00  3.54962751e-04  0.00000000e+00 
 3.71741393e-05  4.28634318e+00  3.53240990e-04  0.00000000e+00 
 3.71791393e-05  4.28985710e+00  3.51527303e-04  0.00000000e+00 
 3.71841393e-05  4.29335397e+00  3.49821653e-04  0.00000000e+00 
 3.71891393e-05  4.29683387e+00  3.48124007e-04  0.00000000e+00 
 3.71941393e-05  4.30029688e+00  3.46434330e-04  0.00000000e+00 
 3.71991393e-05  4.30374307e+00  3.44752587e-04  0.00000000e+00 
 3.72041393e-05  4.30717254e+00  3.43078745e-04  0.00000000e+00 
 3.72091393e-05  4.31058535e+00  3.41412769e-04  0.00000000e+00 
 3.72141393e-05  4.31398159e+00  3.39754624e-04  0.00000000e+00 
 3.72191393e-05  4.31736133e+00  3.38104279e-04  0.00000000e+00 
 3.72241393e-05  4.32072465e+00  3.36461697e-04  0.00000000e+00 
 3.72291393e-05  4.32407162e+00  3.34826846e-04  0.00000000e+00 
 3.72341393e-05  4.32740233e+00  3.33199692e-04  0.00000000e+00 
 3.72391393e-05  4.33071686e+00  3.31580201e-04  0.00000000e+00 
 3.72441393e-05  4.33401527e+00  3.29968340e-04  0.00000000e+00 
 3.72491393e-05  4.33729764e+00  3.28364077e-04  0.00000000e+00 
 3.72541393e-05  4.34056405e+00  3.26767377e-04  0.00000000e+00 
 3.72591393e-05  4.34381458e+00  3.25178207e-04  0.00000000e+00 
 3.72641393e-05  4.34704929e+00  3.23596535e-04  0.00000000e+00 
 3.72691393e-05  4.35026827e+00  3.22022328e-04  0.00000000e+00 
 3.72741393e-05  4.35347159e+00  3.20455554e-04  0.00000000e+00 
 3.72791393e-05  4.35665932e+00  3.18896179e-04  0.00000000e+00 
 3.72841393e-05  4.35983154e+00  3.17344171e-04  0.00000000e+00 
 3.72891393e-05  4.36298831e+00  3.15799498e-04  0.00000000e+00 
 3.72941393e-05  4.36612972e+00  3.14262127e-04  0.00000000e+00 
 3.72991393e-05  4.36925583e+00  3.12732027e-04  0.00000000e+00 
 3.73041393e-05  4.37236672e+00  3.11209165e-04  0.00000000e+00 
 3.73091393e-05  4.37546246e+00  3.09693509e-04  0.00000000e+00 
 3.73141393e-05  4.37854312e+00  3.08185029e-04  0.00000000e+00 
 3.73191393e-05  4.38160877e+00  3.06683691e-04  0.00000000e+00 
 3.73241393e-05  4.38465948e+00  3.05189464e-04  0.00000000e+00 
 3.73291393e-05  4.38769533e+00  3.03702318e-04  0.00000000e+00 
 3.73341393e-05  4.39071638e+00  3.02222220e-04  0.00000000e+00 
 3.73391393e-05  4.39372271e+00  3.00749139e-04  0.00000000e+00 
 3.73441393e-05  4.39671438e+00  2.99283045e-04  0.00000000e+00 
 3.73491393e-05  4.39969147e+00  2.97823906e-04  0.00000000e+00 
 3.73541393e-05  4.40265404e+00  2.96371691e-04  0.00000000e+00 
 3.73591393e-05  4.40560216e+00  2.94926370e-04  0.00000000e+00 
 3.73641393e-05  4.40853590e+00  2.93487912e-04  0.00000000e+00 
 3.73691393e-05  4.41145533e+00  2.92056286e-04  0.00000000e+00 
 3.73741393e-05  4.41436052e+00  2.90631463e-04  0.00000000e+00 
 3.73791393e-05  4.41725154e+00  2.89213410e-04  0.00000000e+00 
 3.73841393e-05  4.42012844e+00  2.87802099e-04  0.00000000e+00 
 3.73891393e-05  4.42299131e+00  2.86397500e-04  0.00000000e+00 
 3.73941393e-05  4.42584020e+00  2.84999581e-04  0.00000000e+00 
 3.73991393e-05  4.42867519e+00  2.83608314e-04  0.00000000e+00 
 3.74041393e-05  4.43149633e+00  2.82223669e-04  0.00000000e+00 
 3.74091393e-05  4.43430370e+00  2.80845616e-04  0.00000000e+00 
 3.74141393e-05  4.43709735e+00  2.79474125e-04  0.00000000e+00 
 3.74191393e-05  4.43987737e+00  2.78109167e-04  0.00000000e+00 
 3.74241393e-05  4.44264380e+00  2.76750713e-04  0.00000000e+00 
 3.74291393e-05  4.44539672e+00  2.75398733e-04  0.00000000e+00 
 3.74341393e-05  4.44813619e+00  2.74053199e-04  0.00000000e+00 
 3.74391393e-05  4.45086227e+00  2.72714081e-04  0.00000000e+00 
 3.74441393e-05  4.45357503e+00  2.71381350e-04  0.00000000e+00 
 3.74491393e-05  4.45627454e+00  2.70054978e-04  0.00000000e+00 
 3.74541393e-05  4.45896084e+00  2.68734936e-04  0.00000000e+00 
 3.74591393e-05  4.46163402e+00  2.67421196e-04  0.00000000e+00 
 3.74641393e-05  4.46429412e+00  2.66113729e-04  0.00000000e+00 
 3.74691393e-05  4.46694122e+00  2.64812506e-04  0.00000000e+00 
 3.74741393e-05  4.46957537e+00  2.63517500e-04  0.00000000e+00 
 3.74791393e-05  4.47219664e+00  2.62228682e-04  0.00000000e+00 
 3.74841393e-05  4.47480509e+00  2.60946025e-04  0.00000000e+00 
 3.74891393e-05  4.47740077e+00  2.59669500e-04  0.00000000e+00 
 3.74941393e-05  4.47998376e+00  2.58399080e-04  0.00000000e+00 
 3.74991393e-05  4.48255411e+00  2.57134737e-04  0.00000000e+00 
 3.75041393e-05  4.48511188e+00  2.55876443e-04  0.00000000e+00 
 3.75091393e-05  4.48765713e+00  2.54624171e-04  0.00000000e+00 
 3.75141393e-05  4.49018993e+00  2.53377894e-04  0.00000000e+00 
 3.75191393e-05  4.49271032e+00  2.52137584e-04  0.00000000e+00 
 3.75241393e-05  4.49521838e+00  2.50903215e-04  0.00000000e+00 
 3.75291393e-05  4.49771416e+00  2.49674759e-04  0.00000000e+00 
 3.75341393e-05  4.50019771e+00  2.48452189e-04  0.00000000e+00 
 3.75391393e-05  4.50266911e+00  2.47235478e-04  0.00000000e+00 
 3.75441393e-05  4.50512840e+00  2.46024601e-04  0.00000000e+00 
 3.75491393e-05  4.50757564e+00  2.44819529e-04  0.00000000e+00 
 3.75541393e-05  4.51001090e+00  2.43620237e-04  0.00000000e+00 
 3.75591393e-05  4.51243422e+00  2.42426698e-04  0.00000000e+00 
 3.75641393e-05  4.51484567e+00  2.41238887e-04  0.00000000e+00 
 3.75691393e-05  4.51724531e+00  2.40056776e-04  0.00000000e+00 
 3.75741393e-05  4.51963318e+00  2.38880340e-04  0.00000000e+00 
 3.75791393e-05  4.52200935e+00  2.37709552e-04  0.00000000e+00 
 3.75841393e-05  4.52437387e+00  2.36544387e-04  0.00000000e+00 
 3.75891393e-05  4.52672681e+00  2.35384820e-04  0.00000000e+00 
 3.75941393e-05  4.52906820e+00  2.34230824e-04  0.00000000e+00 
 3.75991393e-05  4.53139812e+00  2.33082373e-04  0.00000000e+00 
 3.76041393e-05  4.53371661e+00  2.31939443e-04  0.00000000e+00 
 3.76091393e-05  4.53602373e+00  2.30802009e-04  0.00000000e+00 
 3.76141393e-05  4.53831954e+00  2.29670044e-04  0.00000000e+00 
 3.76191393e-05  4.54060409e+00  2.28543524e-04  0.00000000e+00 
 3.76241393e-05  4.54287743e+00  2.27422423e-04  0.00000000e+00 
 3.76291393e-05  4.54513961e+00  2.26306717e-04  0.00000000e+00 
 3.76341393e-05  4.54739070e+00  2.25196381e-04  0.00000000e+00 
 3.76391393e-05  4.54963074e+00  2.24091390e-04  0.00000000e+00 
 3.76441393e-05  4.55185979e+00  2.22991720e-04  0.00000000e+00 
 3.76491393e-05  4.55407790e+00  2.21897345e-04  0.00000000e+00 
 3.76541393e-05  4.55628512e+00  2.20808242e-04  0.00000000e+00 
 3.76591393e-05  4.55848151e+00  2.19724387e-04  0.00000000e+00 
 3.76641393e-05  4.56066711e+00  2.18645754e-04  0.00000000e+00 
 3.76691393e-05  4.56284199e+00  2.17572320e-04  0.00000000e+00 
 3.76741393e-05  4.56500619e+00  2.16504061e-04  0.00000000e+00 
 3.76791393e-05  4.56715976e+00  2.15440953e-04  0.00000000e+00 
 3.76841393e-05  4.56930275e+00  2.14382972e-04  0.00000000e+00 
 3.76891393e-05  4.57143522e+00  2.13330094e-04  0.00000000e+00 
 3.76941393e-05  4.57355721e+00  2.12282296e-04  0.00000000e+00 
 3.76991393e-05  4.57566879e+00  2.11239554e-04  0.00000000e+00 
 3.77041393e-05  4.57776999e+00  2.10201844e-04  0.00000000e+00 
 3.77091393e-05  4.57986086e+00  2.09169145e-04  0.00000000e+00 
 3.77141393e-05  4.58194146e+00  2.08141431e-04  0.00000000e+00 
 3.77191393e-05  4.58401184e+00  2.07118680e-04  0.00000000e+00 
 3.77241393e-05  4.58607205e+00  2.06100869e-04  0.00000000e+00 
 3.77291393e-05  4.58812213e+00  2.05087975e-04  0.00000000e+00 
 3.77341393e-05  4.59016213e+00  2.04079976e-04  0.00000000e+00 
 3.77391393e-05  4.59219211e+00  2.03076847e-04  0.00000000e+00 
 3.77441393e-05  4.59421211e+00  2.02078568e-04  0.00000000e+00 
 3.77491393e-05  4.59622217e+00  2.01085114e-04  0.00000000e+00 
 3.77541393e-05  4.59822236e+00  2.00096464e-04  0.00000000e+00 
 3.77591393e-05  4.60021271e+00  1.99112596e-04  0.00000000e+00 
 3.77641393e-05  4.60219327e+00  1.98133487e-04  0.00000000e+00 
 3.77691393e-05  4.60416409e+00  1.97159114e-04  0.00000000e+00 
 3.77741393e-05  4.60612522e+00  1.96189456e-04  0.00000000e+00 
 3.77791393e-05  4.60807670e+00  1.95224491e-04  0.00000000e+00 
 3.77841393e-05  4.61001858e+00  1.94264197e-04  0.00000000e+00 
 3.77891393e-05  4.61195091e+00  1.93308552e-04  0.00000000e+00 
 3.77941393e-05  4.61387374e+00  1.92357534e-04  0.00000000e+00 
 3.77991393e-05  4.61578710e+00  1.91411122e-04  0.00000000e+00 
 3.78041393e-05  4.61769105e+00  1.90469294e-04  0.00000000e+00 
 3.78091393e-05  4.61958563e+00  1.89532028e-04  0.00000000e+00 
 3.78141393e-05  4.62147089e+00  1.88599305e-04  0.00000000e+00 
 3.78191393e-05  4.62334687e+00  1.87671101e-04  0.00000000e+00 
 3.78241393e-05  4.62521361e+00  1.86747396e-04  0.00000000e+00 
 3.78291393e-05  4.62707117e+00  1.85828169e-04  0.00000000e+00 
 3.78341393e-05  4.62891958e+00  1.84913399e-04  0.00000000e+00 
 3.78391393e-05  4.63075889e+00  1.84003065e-04  0.00000000e+00 
 3.78441393e-05  4.63258915e+00  1.83097146e-04  0.00000000e+00 
 3.78491393e-05  4.63441039e+00  1.82195622e-04  0.00000000e+00 
 3.78541393e-05  4.63622267e+00  1.81298472e-04  0.00000000e+00 
 3.78591393e-05  4.63802602e+00  1.80405674e-04  0.00000000e+00 
 3.78641393e-05  4.63982049e+00  1.79517210e-04  0.00000000e+00 
 3.78691393e-05  4.64160612e+00  1.78633058e-04  0.00000000e+00 
 3.78741393e-05  4.64338296e+00  1.77753198e-04  0.00000000e+00 
 3.78791393e-05  4.64515104e+00  1.76877611e-04  0.00000000e+00 
 3.78841393e-05  4.64691042e+00  1.76006276e-04  0.00000000e+00 
 3.78891393e-05  4.64866113e+00  1.75139173e-04  0.00000000e+00 
 3.78941393e-05  4.65040321e+00  1.74276281e-04  0.00000000e+00 
 3.78991393e-05  4.65213670e+00  1.73417582e-04  0.00000000e+00 
 3.79041393e-05  4.65386166e+00  1.72563055e-04  0.00000000e+00 
 3.79091393e-05  4.65557812e+00  1.71712682e-04  0.00000000e+00 
 3.79141393e-05  4.65728611e+00  1.70866441e-04  0.00000000e+00 
 3.79191393e-05  4.65898569e+00  1.70024315e-04  0.00000000e+00 
 3.79241393e-05  4.66067689e+00  1.69186282e-04  0.00000000e+00 
 3.79291393e-05  4.66235976e+00  1.68352325e-04  0.00000000e+00 
 3.79341393e-05  4.66403433e+00  1.67522423e-04  0.00000000e+00 
 3.79391393e-05  4.66570064e+00  1.66696558e-04  0.00000000e+00 
 3.79441393e-05  4.66735874e+00  1.65874711e-04  0.00000000e+00 
 3.79491393e-05  4.66900866e+00  1.65056862e-04  0.00000000e+00 
 3.79541393e-05  4.67065045e+00  1.64242993e-04  0.00000000e+00 
 3.79591393e-05  4.67228414e+00  1.63433085e-04  0.00000000e+00 
 3.79641393e-05  4.67390977e+00  1.62627119e-04  0.00000000e+00 
 3.79691393e-05  4.67552739e+00  1.61825077e-04  0.00000000e+00 
 3.79741393e-05  4.67713703e+00  1.61026940e-04  0.00000000e+00 
 3.79791393e-05  4.67873873e+00  1.60232689e-04  0.00000000e+00 
 3.79841393e-05  4.68033253e+00  1.59442306e-04  0.00000000e+00 
 3.79891393e-05  4.68191847e+00  1.58655773e-04  0.00000000e+00 
 3.79941393e-05  4.68349658e+00  1.57873072e-04  0.00000000e+00 
 3.79991393e-05  4.68506690e+00  1.57094184e-04  0.00000000e+00 
 3.80041393e-05  4.68662948e+00  1.56319091e-04  0.00000000e+00 
 3.80091393e-05  4.68818435e+00  1.55547776e-04  0.00000000e+00 
 3.80141393e-05  4.68973155e+00  1.54780219e-04  0.00000000e+00 
 3.80191393e-05  4.69127111e+00  1.54016405e-04  0.00000000e+00 
 3.80241393e-05  4.69280307e+00  1.53256314e-04  0.00000000e+00 
 3.80291393e-05  4.69432747e+00  1.52499929e-04  0.00000000e+00 
 3.80341393e-05  4.69584435e+00  1.51747233e-04  0.00000000e+00 
 3.80391393e-05  4.69735374e+00  1.50998208e-04  0.00000000e+00 
 3.80441393e-05  4.69885568e+00  1.50252837e-04  0.00000000e+00 
 3.80491393e-05  4.70035021e+00  1.49511101e-04  0.00000000e+00 
 3.80541393e-05  4.70183736e+00  1.48772985e-04  0.00000000e+00 
 3.80591393e-05  4.70331716e+00  1.48038470e-04  0.00000000e+00 
 3.80641393e-05  4.70478966e+00  1.47307539e-04  0.00000000e+00 
 3.80691393e-05  4.70625489e+00  1.46580177e-04  0.00000000e+00 
 3.80741393e-05  4.70771288e+00  1.45856364e-04  0.00000000e+00 
 3.80791393e-05  4.70916367e+00  1.45136086e-04  0.00000000e+00 
 3.80841393e-05  4.71060730e+00  1.44419324e-04  0.00000000e+00 
 3.80891393e-05  4.71204379e+00  1.43706062e-04  0.00000000e+00 
 3.80941393e-05  4.71347320e+00  1.42996283e-04  0.00000000e+00 
 3.80991393e-05  4.71489554e+00  1.42289971e-04  0.00000000e+00 
 3.81041393e-05  4.71631086e+00  1.41587110e-04  0.00000000e+00 
 3.81091393e-05  4.71771918e+00  1.40887682e-04  0.00000000e+00 
 3.81141393e-05  4.71912055e+00  1.40191672e-04  0.00000000e+00 
 3.81191393e-05  4.72051499e+00  1.39499062e-04  0.00000000e+00 
